name,lat,long
 East coast Ozstralia,-27.6728168,148.3716902
oz,36.1407932,-95.9523912
Peoples Republic of Victoria,-37.4713077,144.7851531
bucca ,32.8723336,-96.7722331
5988.0,,
5989.0,,
5990.0,,
"Toowoomba, town of No",-27.5598212,151.9506696
northern plains nsw australia,-31.2532183,146.921099
The land of Oz,37.0346135,-100.91043
"Warra, Southern Queensland",-26.9234031,150.9434612
Shellharbour,-34.583333,150.866667
"Australia House, London",51.5127209,-0.115452
"Reservoir, Melbourne",-37.71305600000001,145.011944
5998.0,,
Sydney Studios,-33.8786994,151.2082478
6000.0,,
"NSW, AUSTRALIA",-31.2532183,146.921099
"Mordialloc, Melbourne",-37.999,145.092
"Murwillumbah, New South Wales",-28.3322568,153.3827556
1313 Mockingbird Lane,38.964526,-95.2362392
Ostraylia,-25.274398,133.775136
6006.0,,
Sydney Au,-33.8688197,151.2092955
Monash University ,-37.9105238,145.1362182
"Emerald City, Australia",-23.527291,148.164573
6010.0,,
Middleton South Australia,-35.5115069,138.7185508
Australia or the US,-35.3063954,149.1163282
6013.0,,
Sydney - Australia,-33.8688197,151.2092955
6015.0,,
Tallahachie Bridge,33.6514228,-90.2111729
Rollin' Along,37.739968,-122.1593183
"Haridwar, Uttaranchal",29.9456906,78.16424780000001
"Albury, New South Wales",-36.0737293,146.9135418
6020.0,,
goulburn nsw,-34.7479181,149.7277447
"Benalla, Victoria",-36.5462177,145.963353
"Coogee, NSW",-33.919,151.2555
6024.0,,
6025.0,,
Sweltering Subtropical Qld Aus,-20.9175738,142.7027956
"Marrickville, Sydney",-33.9051,151.1551
Los Angeles CA + Sydney NSW,34.0522342,-118.2436849
Between Homeless & Hollywood,34.0961112,-118.3119648
"Mount Colah, Sydney",-33.66382,151.11341
"Latrobe Valley, Gippsland, Melbourne",-38.255603,146.4719928
"Hawthorn, Vic, Aus.",-37.826,145.034
"Queensland, AU / Maine, USA",-20.9175738,142.7027956
"Mornington Peninsula, Victoria",-38.2854053,145.093449
Glenelg SA,-34.982,138.516
6036.0,,
Melbourne / Birraranga,-37.8136276,144.9630576
6038.0,,
On Earth,37.1101697,-94.51141729999999
Australasia,-29.5328037,145.491477
"554 Vulture St, East Brisbane ",-27.48536,153.0445383
"Melbourne (via Queensland), Australia",-37.8136276,144.9630576
"Port Willunga, South Australia",-35.266,138.465
6044.0,,
6045.0,,
Campbelltown N.S.W. Australia,-34.065,150.814167
Mt Evelyn Australia,-37.783,145.385
Myrtlebank Tasmania,-41.2987855,147.3742899
nsw .Turdochistan [oz],-31.2532183,146.921099
"Kaniva, Victoria",-36.366667,141.233333
"Newport, Sydney",-33.6564,151.3137
"Kilsyth, Melbourne",-37.802,145.316
6053.0,,
6054.0,,
6055.0,,
6056.0,,
The Centre of the Universe,36.1568902,-95.9915346
Gold Coast Australia,-28.016667,153.4
"Darwin, Australia",-12.4634403,130.8456418
Hong Kong / Australia ,-33.8726113,151.2062548
"Authorised by Julian Fidge, 47-51 Joyce Way, Wangaratta",-36.3771382,146.3085839
Sydney & Melbourne,-37.809841,144.971965
6063.0,,
Maitland NSW,-32.7383988,151.5492182
6065.0,,
fitzroy north... north of fitzroy ,-37.801111,144.978889
6067.0,,
"Gununa, Queensland",-16.5174872,139.4059435
6069.0,,
An Uber Away,39.09507670000001,-94.5801362
Around...,37.921195,-95.40585899999999
6072.0,,
Jagera & Turrbal land | Bris.,-27.4697707,153.0251235
6074.0,,
"Farrer, Canberra",-35.377222,149.105278
Abu Dhabi,24.453884,54.3773438
6077.0,,
Mum's basement.,33.5269282,-86.7666333
"BrisVegas, Australia",-27.575834,152.960501
6080.0,,
6081.0,,
Sydeney,-33.8688197,151.2092955
Beverley Western Australia,-32.109,116.926
"Wurundjeri, Australia",-37.8025757,145.0044112
Wurundjeri land (Melbourne),-37.8025757,145.0044112
6086.0,,
6087.0,,
"Puhoi, Auckland, NZ",-36.5151025,174.6628159
6089.0,,
"Canberra/Newcastle, Australia",-32.9640251,151.6923319
6091.0,,
"Perth, Western Australia.",-31.9505269,115.8604572
"Victoria, Australia 🇦🇺",-37.4713077,144.7851531
6094.0,,
Trenerry Cres. Abbotsford,-37.7983485,144.9983122
Under Skyrail MELBOURNE ,-37.670939,144.8487366
Wurundjeri land / Melbourne,-37.8025757,145.0044112
Definitely not in Coolum!,-26.5276917,153.0736329
adelade ,-34.9284989,138.6007456
"Newcastle & Sydney, Australia",-33.8743637,151.2699269
"Latrobe Valley, Victoria, Australia",-38.20847000000001,146.47115
"Erskineville, Sydney",-33.90476,151.18479
Melbourne via Brancaster,-37.8136276,144.9630576
Tweed Heads Australia,-28.1786656,153.5370011
6105.0,,
Hobart ,37.6055325,-97.32220679999999
Universal,28.4538786,-81.4644812
"Blairgowrie, Melbourne",-38.36,144.769
"Rural Victoria, Australia",-36.3682777,146.3172149
6110.0,,
Quetta ٹو Karachi ٹو Melbourne,30.1798398,66.9749731
6112.0,,
Coffs Harbour NSW,-30.298612,153.1093922
Downunder,41.6144674,-93.7330786
"Leeds, UK",53.8007554,-1.5490774
"South Perth, Western Australia",-31.982,115.863
"Warragul, Victoria",-38.1537515,145.9297824
6118.0,,
"Brunswick East, Melbourne",-37.776,144.974
"In your closet, In your head",35.9782849,-75.6418267
Around,37.921195,-95.40585899999999
University of Lausanne,46.5210895,6.5801606
Left,37.0361715,-95.6322608
a city near you,36.3125963,-95.61609
"Sunbury, Victoria",-37.581111,144.713889
Erakor Lagoon Efate Vanuatu or Guanaba Queensland Australia,-17.7462807,168.3259016
6127.0,,
"📍Bidjigal Land, Sydney, AUS",-33.8688197,151.2092955
Singapore | Sydney | Hong Kong,22.3193039,114.1693611
Hong Kong & China,22.3193039,114.1693611
6131.0,,
Out and about,46.2311913,-119.090367
The archives.,44.476976,-73.21216000000001
"Melbourne, Sydney",-37.8103186,144.9610468
Sydney | Brisbane ,-33.8688197,151.2092955
"Port of Townsville, NQ",-19.2513149,146.8344043
sw/vic oz,-37.4713077,144.7851531
"Stanwell Park, New South Wales",-34.2286194,150.9815057
A pub near you,37.2927408,-95.9110998
"Lismore, NSW, Australia",-28.8093154,153.2882876
Good side of the Yarra,-37.7550316,145.5215238
IN TRANSIT,43.65894369999999,-79.6515263
The Real World,37.2674211,-121.7943044
"Durack, Brisbane",-27.583333,152.983333
"Coolangatta, Gold Coast",-28.166667,153.533333
The Commonwealth of Australia,-25.274398,133.775136
Dicky Beach,-26.783,153.133
The Dandenong ranges.,-37.8609139,145.3476395
"Melbourne, via CBR & NE Vic",-37.8136276,144.9630576
down under down under,41.2525316,-95.9648076
Mount Barker (SA),-35.0809029,138.8634671
Melbourne Vic,-37.8136276,144.9630576
CBR via SYD via WLG,-33.9399228,151.1752764
Everywhere!!,28.687536,-81.3465982
6155.0,,
"Casey, ACT",-35.1747,149.0959
9th Circle of Hell,42.4346682,-83.9852603
Toowoomba,-27.5598212,151.9506696
"City of Moreland,  Australiia",-37.7240653,144.9501708
"Near Canberra, Australia",-35.2809368,149.1300092
"Proserpine, Queensland",-20.4049794,148.5807646
"Gerringong, New South Wales",-34.7391385,150.8249873
East coast of Australia,-27.6728168,148.3716902
6164.0,,
6165.0,,
6166.0,,
6167.0,,
Hobart Tasmania Australia,-42.8821377,147.3271949
sport stadium city,39.0516476,-94.47112969999999
6170.0,,
Brunswick East ,-37.776,144.974
Country Victoria,28.8314804,-97.0009336
Sydney/Lebanon ,33.901919,35.4917638
Hayesville,35.0462003,-83.81795269999999
Keynsham england ,51.415059,-2.502526
6176.0,,
Young Genius,37.255678,-122.03615
Great White North,48.47637539999999,-81.3311283
"Burradoo, Bowral - Mittagong",-34.5084941,150.4022474
"Melbourne, VIC, AU",-37.8136276,144.9630576
6181.0,,
Swat,36.7473114,-95.98081789999999
Adelaide Hills Dweller,-34.9062557,138.8397403
"Miami, QLD Australia",-28.067222,153.436944
6185.0,,
South East Queensland,-20.9175738,142.7027956
Brussels (work) I Australia (home),50.8503463,4.3517211
Sydney & New Orleans Local,29.94582669999999,-90.0702091
Outback Oz,37.0502268,-94.4766365
Faith • Family • Fitness ,32.9787887,-96.58917020000001
"Sydney, Australia, Yuin Country",-33.8688197,151.2092955
In the Arena,26.0779338,-80.24396999999999
"Perth, Australia ",-31.9505269,115.8604572
AKL (recovering Australian),-36.8484597,174.7633315
6195.0,,
"Deeragun, Queensland 🇦🇺",-19.25,146.666667
"Hobart, Tas, Australia",-42.8821377,147.3271949
6198.0,,
6199.0,,
"Port Macquarie, NSW, Australia",-31.433333,152.9
perth Australia,-31.9505269,115.8604572
6202.0,,
"Brisbane, QLD",-27.4697707,153.0251235
"Melbourne/Birraranga,Australia",-37.8136276,144.9630576
"Melbourne,  Adelaide",-34.90646,138.60909
Nashcapville,36.1626638,-86.7816016
"Glass House Mountains, Queensland",-26.898,152.951
Sydney Aus,-33.8688197,151.2092955
Press Gallery Parliament House,28.5479825,-81.3980801
Warringah,-33.6641797,151.2102442
6211.0,,
Brisbane via Gold Coast,-28.016667,153.4
"Taroona, Tasmania",-42.948056,147.348889
Central Victoria,-37.4713077,144.7851531
Live MEL. Uni of EDI,-37.7983459,144.960974
"Adelaide, SA. Kaurna Land. ",-34.925938,138.598763
University of Technology Sydney,-33.8832376,151.2004942
"Culburra Beach, Australia",-34.933333,150.766667
Sydney. Dublin born.,-33.8688197,151.2092955
"rural NSW, Australia",-35.308502,148.064126
6221.0,,
Kungala NSW,-29.95,153.016667
6223.0,,
Perth W.A. #WaitAWhile,-31.9505269,115.8604572
San Lorenzo,37.6810422,-122.1244088
6226.0,,
"Lidcombe, Sydney",-33.86462,151.04563
6228.0,,
"Canberra, the Nation's Capital",-35.344842,149.1024056
6230.0,,
"Narwee, Sydney, Australia",-33.94762,151.07093
The West ,36.6373775,-95.1507014
Darling Downs. Queensland. Aus,-27.5299906,150.5820676
"Kirra Beach, Gold Coast, Queensland, Australia",-28.1659813,153.5286085
authorised AWells ALP Brisbane,-27.4697707,153.0251235
6236.0,,
6237.0,,
Christchurch,-43.5320544,172.6362254
6239.0,,
Melbourne-Singapore,1.302378,103.812164
WA girl now in southwest NSW,-31.2532183,146.921099
6242.0,,
Sydney 🇦🇺,-33.8688197,151.2092955
6244.0,,
"Australia, #Oceania",-22.7359095,140.0187653
6246.0,,
6247.0,,
now to ..central coast/sydney,-33.3208415,151.2335592
6249.0,,
"Labrador, Gold Coast",-27.948009,153.3977316
"Ngunnawal Land, Australia",-35.175833,149.109167
Sydney / Perth,-33.8688197,151.2092955
C-137,40.7274417,-111.5514088
"Forest Lake, QLD, Australia",-27.616667,152.966667
"Darug Land (Sydney, NSW)",-33.8688197,151.2092955
Kawana,38.4208148,-122.7004128
Capital,36.1326021,-95.8169478
Garigal land,-33.7272664,151.1940408
land down under,40.9451554,-73.06749769999999
Wellington ,-41.2864603,174.776236
"Melbourne, VIC, AUSTRALIA",-37.8136276,144.9630576
In a house in Sydney Australia,-33.8567844,151.2152967
Australia!,-25.274398,133.775136
"Woollahra, Sydney",-33.8865002,151.2437606
"Wagga Wagga, NSW",-35.1081689,147.3598323
Sydney/ Salt Lake,40.7786176,-111.8788985
6267.0,,
melb australia,-37.8136276,144.9630576
"Capital Hill, Canberra",-35.3081,149.1244
"Lawnton, Brisbane",-27.283333,152.983333
6271.0,,
Liverpool NSW,-33.92092,150.92314
hunter valley nsw,-32.1932173,151.700565
"Grafton, New South Wales",-29.6816894,152.9336547
FNQueensland.  Australia. ,-20.7722295,144.7851531
Fremantle & East London,-32.0569,115.7439
Lives Hobart and Melbourne,-42.8821377,147.3271949
CANBERRA,-35.2809368,149.1300092
"Brisbane, QLD, Australia",-27.4697707,153.0251235
"Uralla, New South Wales",-30.64148179999999,151.4915632
6281.0,,
GC QLD Australia ,-28.016667,153.4
6283.0,,
Melbournetown,-37.8150321,144.9668832
SE Melbourne,-37.8136276,144.9630576
Canberra in  Australia,-35.2809368,149.1300092
SYD-DXB-SYD (australia),-33.9399228,151.1752764
"Melbourne, 3054",-37.78437020000001,144.9694441
"Macedon, Vic, Australia",-37.4281226,144.5556723
"Newmarket, Brisbane",-27.435,153.009
towns,33.4572911,-111.4919668
"Epping, Victoria",-37.638,145.01
Nyoongar Boodjar,-33.3190754,115.6379765
Perth : Western Australia,-31.9505269,115.8604572
"Pyrenees Ranges, Victoria",-37.5840434,143.7384787
"Tamar Valley, Tasmania, Aus.",-41.2500494,146.9416697
6297.0,,
Western Pennsylvania,40.4498367,-79.9530876
Western Australia when home! ,-32.0122333,115.9224827
Cessnock,-32.8345098,151.3624266
6301.0,,
Darkinjung Land,-33.2737844,151.4294821
6303.0,,
"Red Earth 29, Saskatchewan",53.42628449999999,-102.8856671
"Preston, Melbourne",-37.74299999999999,145.008
6306.0,,
C.W. Qld; S.E. Asia ,-20.9175738,142.7027956
Colony of New South Wales,-35.7823184,150.1463763
6309.0,,
6310.0,,
"Gisborne, Victoria",-37.48999999999999,144.588889
fleurieu peninsula,-35.5,138.5
6313.0,,
By the pool,40.7583177,-73.9718681
6315.0,,
Albury/Wodonga,-36.1583417,146.8985944
gc qld aust,-28.016667,153.4
"Geelong, VIC, Australia",-38.1499181,144.3617186
Melbourne. Australia,-37.8136276,144.9630576
"Melbourne, Nanny State",-37.8136276,144.9630576
"Maitland (NSW), New South Wales",-32.7383988,151.5492182
Trinity Beach Qld Australia,-16.783333,145.7
6323.0,,
6324.0,,
"Gold Coast, Qld",-28.016667,153.4
6326.0,,
"Caulfield North, Melbourne",-37.873,145.025
Gotham ,36.1625056,-95.99884229999999
On a Wheel in the Desert,33.5340387,-117.1778315
Geelong Victoria Australia,-38.1499181,144.3617186
"28 Percy Street, Echuca",-36.1252053,144.7493371
"Adelaide, South Australia-Kaurna land",-34.925938,138.598763
nr Bowral NSW,-34.479167,150.418056
Blue Mountains Australia,-33.409983,150.3037323
York WA,-31.8738101,116.7774281
Adelaide Australia SA is Home,-34.8249525,138.6177819
"Level 3, 650 George St, Sydney",-33.8768384,151.2062737
6338.0,,
1994,37.2581658,-95.71361809999999
"Stawell, Victoria",-37.0575657,142.7753712
Lane Cove NSW Australia,-33.8148708,151.1664351
On the left wing,37.09024,-95.712891
"Boon Wurrung land, Australia",-37.8634163,144.9750128
Adelaide via Melbourne,-34.9284989,138.6007456
6345.0,,
"Buffalo River, Victoria",-36.618382,146.6815213
South Pole,40.854171,-73.9705562
"Footscray, Victoria",-37.798,144.899
Aussie,30.25886359999999,-97.74819629999999
"Thirroul, Wollongong",-34.3147312,150.9103729
"Brunswick West, Melbourne",-37.761,144.943
Oxford Street,38.4957245,-121.4285292
6353.0,,
6354.0,,
Graceville QLD,-27.520922,152.980912
"Hobart/Melbourne, Australia",-42.883222,147.3293509
Northern Rivers,42.64919099999999,-73.78364700000002
Flinders University,-35.0244952,138.5713281
"Bentleigh East, VIC",-37.921,145.067
#Manus ,-2.0941169,146.8760951
6361.0,,
"Mornington Peninsula, Vic.",-38.2854053,145.093449
 Australia ,-25.274398,133.775136
"Wangaratta, Victoria",-36.3682777,146.3172149
Sydney via Queensland/London,-33.8688197,151.2092955
"St Kilda West, Melbourne",-37.8604,144.9732
Australia & Hong Kong,22.280933,114.175709
"North QLD, Australia",-20.7722295,144.7851531
Somewhere with rum,35.6998803,-85.77810099999999
Pale Blue Dot,43.2626969,-79.866193
"Sth Hemi on a rock, area 51",37.2371623,-115.8018432
Sydney 🇦🇺 via 🇬🇧🇶🇦,-33.8688197,151.2092955
6373.0,,
6374.0,,
Devils Hole NSW,-31.9180189,151.4836265
6376.0,,
Bondi Beach.,-33.8914755,151.2766845
"Sydney, Australia, Earth",-33.8645485,151.2073833
Some bar/pub in Adelaide lol,-34.9284989,138.6007456
"Rosebud, Melbourne",-38.356,144.918
6381.0,,
"Williamstown, Melbourne",-37.861,144.885
University of Canberra,-35.2384551,149.0844455
Thirroul ,-34.3147312,150.9103729
6385.0,,
"Melville, Perth (WA)",-32.041,115.801
"Valhalla, Queensland,  Oz",-20.9175738,142.7027956
"Mid-North Coast, NSW Australia",-31.2385626,152.6383524
"Sunbury, Victoria, Australia",-37.581111,144.713889
"Kingston Beach, Hobart",-42.981111,147.322778
"Springfield Lakes, Brisbane",-27.683333,152.916667
6392.0,,
6393.0,,
"Torquay - Jan Juc, Victoria",-38.3252547,144.3084645
"Newcastle City, NSW",-32.92833299999999,151.781667
Illawarra / South Coast NSW,-36.6806101,149.6564494
"Planet Earth(Melbourne, VIC)",-37.8773792,145.0569391
6398.0,,
6399.0,,
Elsternwick,-37.887,145.006
6401.0,,
SW Victoria & Melbourne,-37.806109,144.9580934
6403.0,,
La la land ,26.3496347,-80.2289571
"Munno Para, South Australia",-34.668,138.7
6406.0,,
Hunter Valley AU,-32.1932173,151.700565
Richmond NSW,-33.6,150.75
"Gold Coast, Queensland ",-28.016667,153.4
"Woorabinda, Queensland",-24.1326508,149.4567091
citizen of the world ,34.0954806,-118.3173209
"Castle Hill, Sydney, Australia",-33.72925,151.00402
Burwood,46.09308660000001,-118.2654056
6414.0,,
"Moggill, Brisbane",-27.583333,152.866667
West Wyalong ,-33.9167698,147.2043777
"Sydney, NSW Australia",-33.8688197,151.2092955
6418.0,,
"SYDNEY, AU",-33.8688197,151.2092955
6420.0,,
6421.0,,
6422.0,,
West. Sahara Territory/Morocco,24.215527,-12.885834
"Sydney & Sth Coast, NSW",-33.8641859,151.2165708
6425.0,,
6426.0,,
Earlwood,33.8405889,-118.3577034
Awabakal NSW,-32.9253244,151.7414963
6429.0,,
6430.0,,
Gadigal land | Sydney,-33.8688197,151.2092955
"Helensburgh, New South Wales",-34.183333,151.0
"Chinchilla, Queensland",-26.7553996,150.6284922
"Bologna, Italia",44.494887,11.3426162
Melbourne / Kulin Nation,-37.8136276,144.9630576
across the state of Qld,-20.9175738,142.7027956
"Melbourne, Victoria, Cycling o",-37.9763011,145.0164651
6438.0,,
Longman,41.93008529999999,-87.7071462
SEMelb Vict Aust,-37.8136276,144.9630576
The Adelaide Diaspora,-34.9287616,138.6063465
"Darwin, ex-Melbourne",-12.4634403,130.8456418
Blue Mountains NSW Australia,-33.409983,150.3037323
"Wantirna, Melbourne",-37.844,145.229
"Western Sydney, NSW Australia",-33.80484879999999,150.7214362
Venus,30.2851533,-81.5138602
WDC,34.2828254,-118.8621334
"New Orleans, LA",29.95106579999999,-90.0715323
"Deal, England",51.222491,1.401661
Ngunnawal Country | Canberra,-35.175833,149.109167
Reportland,45.5154586,-122.6793461
"Orlando,Florida",28.5383355,-81.3792365
"Taringa, Brisbane",-27.4938096,152.980912
localhost,39.9653813,-75.1425709
"Godfrey, Ontario, Canada",44.542679,-76.679104
Calgary Alberta Canada,51.0486151,-114.0708459
6457.0,,
The Barricades,38.3830451,-122.7139303
6459.0,,
Belgium,50.503887,4.469936
Queanbeyan Australia,-35.3530392,149.230896
6462.0,,
"Wanneroo, Perth (WA)",-31.7460273,115.8225997
"Oaklands Park, South Australia",-35.014,138.545
"Romeo, MI",42.802808,-83.0129874
"Hamburg, Deutschland",53.5510846,9.9936819
The Vancouver Model #CullenIsComing,49.2827291,-123.1207375
"Portland, Victoria ",-38.360895,141.6041155
6469.0,,
6470.0,,
"Bedford, England",52.1359783,-0.4666513
6472.0,,
6473.0,,
6474.0,,
"Mosman, Sydney",-33.829075,151.24409
Việt Nam,14.058324,108.277199
Melbourne AU,-37.8136276,144.9630576
"Byford, Perth (WA)",-32.222,116.001
Ozarks,36.5692952,-93.097702
Panama,8.537981,-80.782127
Canberra. Views here my own,-35.2809368,149.1300092
Newtown,41.4141172,-73.3035651
6483.0,,
World of pain,36.0597921,-80.29742689999999
M,37.09024,-95.712891
"Care Of: Sydney, Australia",-33.87657,151.206662
6487.0,,
6488.0,,
6489.0,,
"Baijnath, India",32.0521085,76.64928689999999
6491.0,,
Queensland Australia🌏QLD🌞🚀 💫💃🌴🏊‍♀️🇦🇺,-27.4697707,153.0251235
6493.0,,
"Barwell, Leicestershire",52.5707951,-1.3443215
"Pingrup, Western Australia",-33.5393226,118.509289
6496.0,,
"Mornington, Victoria, AUS",-38.228,145.062
"Capel, Western Australia",-33.5570685,115.5696196
6499.0,,
"Melbourne, OZ.",-37.8136276,144.9630576
6501.0,,
Sydney-Canberra,-35.2776905,149.1287459
Canberra 🇦🇺 Oz,-35.2809368,149.1300092
An ivory tower.,32.7612041,-111.6716708
Noongar boodja,-33.3190754,115.6379765
6506.0,,
6507.0,,
"FNQ, Australia",-16.9246114,145.7790444
6509.0,,
Kalgoorlie WA circa ∞2019,-30.749,121.466
"Altona, Melbourne",-37.86799999999999,144.83
Kitty Heaven .....,41.7059605,-87.78889079999999
6513.0,,
6514.0,,
6515.0,,
"Merimbula, New South Wales",-36.8875485,149.9058748
"NC, USA",35.7595731,-79.01929969999999
6518.0,,
In the ‘Bubble’,33.381878,-84.5826447
"Melbourne AU, Kulin Nations ",-37.8136276,144.9630576
Pickering Brook,-32.037,116.122
"Yeppoon, Queensland",-23.133333,150.733333
"Ras Shamra, Syria",35.6021271,35.7850361
Sydney & Norah Head NSW ,-33.2816549,151.5764118
"Batesford, Victoria",-38.0899186,144.2847434
6526.0,,
6527.0,,
Melbourne & Sydney,-37.8103186,144.9610468
A cabin in the woods.,35.7897112,-83.54792929999999
Brisbane (via Bushmills),-27.4697707,153.0251235
6531.0,,
Tauranga New Zealand,-37.68779749999999,176.1651295
"Amazonas, Brazil",-3.4168427,-65.8560646
"Seven Mile Beach, Hobart",-42.8535988,147.5100569
"Lower Chittering, W.A",-31.556,116.087
"Dromana, Melbourne",-38.338,144.965
6537.0,,
"Nunawading, Vic, Australia",-37.817,145.177
6539.0,,
Sydney via Wagga Wagga,-33.8688197,151.2092955
"#Melbourne, VIC, Australia",-37.8136276,144.9630576
"Port Macquarie, New South Wales",-31.433333,152.9
"Opossum Bay, Tasmania",-42.993889,147.403333
FarNorth Queensland Australia ,-20.7722295,144.7851531
"Northern Beaches, NSW",-33.6891976,151.2685382
6546.0,,
"West Footscray, Melbourne",-37.8020576,144.8703715
"Birsbane, Australia",-27.4697707,153.0251235
6549.0,,
At your beck and call.,39.7619439,-104.9213643
"Sydney, Earth",-33.8633569,151.2094021
"Modest apartments, Rome.",41.9027835,12.4963655
6553.0,,
"Sunshine Coast, Queensland, Au",-26.65,153.066667
Orange-on-Thames,51.5631569,-0.6943111
6556.0,,
"Newcastle, New South Wales, Australia",-32.9282712,151.7816802
6558.0,,
6559.0,,
"Woodford, Queensland,Australia",-26.955,152.778
Gold Coast ,-28.016667,153.4
6562.0,,
6563.0,,
"Greater Brisbane, Qld",-27.468467,153.029619
"Humpybong, Queensland ",-27.2598638,153.1028967
6566.0,,
"Central Coast, NSW, Australia",-33.3208415,151.2335592
Auckland NZ,-36.8484597,174.7633315
Gold Coast - Australia,-28.016667,153.4
"Melbourne, San Fran",37.7908727,-122.4012966
"Clutha District, New Zealand",-46.12278730000001,169.6378412
6572.0,,
"Delft, Nederland",52.01157689999999,4.3570677
not the outback,36.0938402,-95.9215175
"Kingaroy, Queensland",-26.5309478,151.8399968
Surry Hills,-33.886111,151.211111
The 'Berg,39.0949509,-94.58062819999999
WIlliamstown,42.7120196,-73.20368979999999
"Joondalup, Perth (WA)",-31.745,115.766111
Under the rug,32.7611117,-117.1621421
"Millicent, South Australia",-37.6050244,140.3593062
Mornington Peninsula,-38.228,145.062
"Albany, WA",-35.0275298,117.883959
6584.0,,
SYD/ AU |  VLN/ LT |  LON/ UK,-33.9399228,151.1752764
Ahmedabad,23.022505,72.5713621
California - Australia - Hong Kong,36.778261,-119.4179324
Gadigal (Eora) / Sydney,-33.8688197,151.2092955
bondi beach,-33.8914755,151.2766845
"Ballarat, VIC",-37.5621587,143.8502556
Oberlin College,41.2958696,-82.22108899999999
Toowoomba ,-27.5598212,151.9506696
Down Under ,41.2525316,-95.9648076
Jervis Bay,-35.0480805,150.7446771
Mimosa,39.7568524,-89.73241740000002
"Fitzroy North, Melbourne",-37.784,144.986
6597.0,,
"Darwin, NT",-12.4634403,130.8456418
Bruxelles,50.8503396,4.3517103
"Lismore, NSW AUSTRALIA",-28.8093154,153.2882876
"Melbourne & Terang, Australia",-38.236278,142.9114451
Fremantle/Whadjuk noongar land,-32.0569,115.7439
Swansea NSW,-33.085,151.635
"Healesville, Victoria",-37.656111,145.513889
Perth - Western Australia,-31.9505269,115.8604572
"Мурманск, Мурманская область",68.9585244,33.0826597
6607.0,,
6608.0,,
Toytown,43.6353168,-116.3558577
"Gold Coast, Australia ",-28.016667,153.4
"Bathurst, NSW, Australia",-33.4192822,149.5775008
"Rhodes, Sydney",-33.82821,151.08569
"Brisbane, QLD, Aus",-27.4697707,153.0251235
"Michelago, New South Wales",-35.7408986,149.1831282
"Based in Brisbane, Australia",-27.447983,153.03491
6616.0,,
"Dingley Village, Melbourne",-37.981,145.128
Switzerland-Australia,-35.3136382,149.1209625
6619.0,,
"Hobart,Tasmania",-42.8821377,147.3271949
6621.0,,
Sydney-Downunder,-33.8601827,151.2126297
North-Western South East Land,42.0564594,-87.67526699999999
6624.0,,
6625.0,,
"Oklahoma City, OK",35.4675602,-97.5164276
Margaret River,-33.955,115.075
Woodend Victoria Australia,-37.3613204,144.5244238
"Outer Burbs, Vic, Australia",-37.8822142,145.280043
"Kirribilli, Sydney",-33.8491363,151.2175297
6631.0,,
"Vic, Australia",-37.4713077,144.7851531
"Chinook/Clackamas land, OR",45.4076205,-122.5703692
New Delhi. India,28.6139391,77.2090212
6635.0,,
"Canberra, ACT.",-35.2809368,149.1300092
usually sydney,-33.8688197,151.2092955
"The Doghouse, Sydney",-33.8850393,151.2141734
6639.0,,
6640.0,,
Melb's,-37.8136276,144.9630576
Esperance WA,-33.8608027,121.8896205
Shepparton North,-36.3299937,145.4008446
lutruwita/Tasmania,-41.4545196,145.9706647
Busselton WA,-33.6554927,115.3500188
"Adelaide,South Australia",-34.9284989,138.6007456
Melbourne. Toronto. Bandung.,43.653226,-79.3831843
NOWRA NSW Australia,-34.883333,150.6
Melbourne (ex-London) 😢,51.5073509,-0.1277583
"Ballarat, Victoria, Australia",-37.5621587,143.8502556
Western Australia.,-27.6728168,121.6283098
"Berlin, NJ",39.7912261,-74.9290536
Melbourne & Frankfurt,-37.8128157,144.9646513
6654.0,,
"Gisborne Region, New Zealand",-38.4624528,177.697554
6656.0,,
"Perth, Western Australia ",-31.9505269,115.8604572
6658.0,,
"St Kilda, Australia",-37.864,144.982
6660.0,,
Sydney / Online,-33.8688197,151.2092955
"Bradwell, England",53.32747879999999,-1.7421623
AL's Diner,35.7203773,-79.18721959999999
Germany - Australia,-33.864666,151.2095513
"Quezon City, National Capital Region",14.6760413,121.0437003
"Hobart/Sydney, Australia",-42.8821377,147.3271949
"South Coast, NSW. Australia",-36.6806101,149.6564494
6668.0,,
6669.0,,
6670.0,,
6671.0,,
6672.0,,
Old Melbourne Town,-37.8150321,144.9668832
"Whyalla, South Australia",-33.0379671,137.5753107
BrisVegas,-27.575834,152.960501
.int,36.1322666,-95.8616074
6677.0,,
"Deer Park, Victoria, Australia",-37.763,144.767
6679.0,,
South-East Melbourne,-37.8136276,144.9630576
West Oz,33.3984331,-112.1515094
Wellington New Zealand,-41.2864603,174.776236
6683.0,,
Melbourne via Juba Sth Sudan ,-37.8136276,144.9630576
Earth...,37.2321077,-95.7243335
ACU (Melbourne Campus),-37.8074982,144.9778998
6687.0,,
"Sydney + Byron Bay, Australia",-28.645365,153.612934
"Australia, Wurundjeri Land",-37.8025757,145.0044112
Melbourne | Asia-Pacific,28.0836269,-80.60810889999999
"Huon Hill, Wodonga, Victoria",-36.1219573,146.8920812
the internet,37.09024,-95.712891
Maffra,-37.9619053,146.9886238
🌞Mildura via🌊Gong via🐄Gippy,-34.2080167,142.1245535
